Species,longitude,latitude
1,29.388079,-16.02684
1,29.645299,-16.058109
1,29.635186,-16.056645
1,29.627188,-16.084892
1,29.625664,-16.085608
1,29.614443,-16.089889
1,29.610704,-16.0982
1,29.610101,-16.099427
1,29.609016,-16.100951
1,29.605341,-16.106264
1,29.603232,-16.105921
1,29.597697,-16.104984
1,29.597353,-16.105043
1,29.594761,-16.105499
1,29.590582,-16.106537
1,29.574061,-16.100852
1,29.56711,-16.10057
1,29.565282,-16.099233
1,29.564785,-16.098924
1,29.563625,-16.098796
1,29.551337,-16.095131
1,29.550227,-16.094784
1,29.548983,-16.098045
1,29.546677,-16.100141
1,29.545358,-16.100212
1,29.544601,-16.100361
1,29.544074,-16.10061
1,29.543711,-16.101015
1,29.543557,-16.101477
1,29.54294,-16.101711
1,29.542554,-16.102004
1,29.541821,-16.102142
1,29.541051,-16.102331
1,29.540605,-16.10238
1,29.540397,-16.102757
1,29.54007,-16.103158
1,29.53977,-16.103021
1,29.539458,-16.103293
1,29.535036,-16.104279
1,29.534159,-16.103889
1,29.533868,-16.103833
1,29.533248,-16.103791
1,29.527213,-16.102316
1,29.525584,-16.102048
1,29.521585,-16.101699
1,29.500239,-16.115763
1,29.501586,-16.11609
1,29.49739,-16.11725
1,29.495707,-16.118513
1,29.494732,-16.116331
1,29.49462,-16.116823
1,29.494595,-16.116728
1,29.494601,-16.116631
1,29.494553,-16.116515
1,29.494746,-16.116231
1,29.494115,-16.116067
1,29.494034,-16.11534
1,29.490141,-16.103906
1,29.484033,-16.095594
1,29.484856,-16.086301
1,29.489587,-16.082915
1,29.494611,-16.08219
1,29.501698,-16.082974
1,29.517335,-16.08366
1,29.628553,-16.081546
1,29.629048,-16.084589
1,29.631122,-16.085997
1,29.633707,-16.083891
1,29.634486,-16.083896
1,29.63475,-16.084118
1,29.635121,-16.084355
1,29.636288,-16.083843
1,29.637055,-16.083562
1,29.663683,-16.05721
1,29.661718,-16.055813
1,29.660306,-16.054734
1,29.636596,-16.053357
1,29.598723,-16.06525
1,28.982667,-16.089546
1,28.998183,-16.101263
1,29.01658,-16.115138
1,29.025289,-16.123875
1,29.030425,-16.128783
1,29.037872,-16.133684
1,29.04358,-16.13628
1,29.049711,-16.137931
1,29.062295,-16.140566
1,29.074533,-16.143432
1,29.085473,-16.145493
1,29.089872,-16.146393
1,29.11942,-16.155852
1,29.12328,-16.159015
1,29.134191,-16.167722
1,29.137329,-16.170282
1,29.141038,-16.173957
1,29.162067,-16.190997
1,29.164318,-16.188375
1,29.166313,-16.188044
1,29.184164,-16.174796
1,29.185569,-16.173159
1,29.195888,-16.168172
1,29.205172,-16.165989
1,29.216778,-16.163224
1,29.231238,-16.15952
1,29.236266,-16.158122
1,29.270566,-16.147391
1,29.278621,-16.144688
1,29.283054,-16.143454
1,29.289185,-16.14242
1,29.289675,-16.142234
1,29.293412,-16.140054
1,29.321446,-16.129756
1,29.321752,-16.129496
1,29.327884,-16.127546
1,29.349734,-16.10909
1,29.91423,-15.628755
1,29.927419,-15.640178
1,29.919736,-15.642031
1,29.916094,-15.637938
1,29.913072,-15.624161
1,30.160867,-16.156411
1,30.175314,-16.205193
1,30.237362,-16.193089
1,30.163621,-16.166693
1,30.157333,-16.16864
1,30.156457,-16.169096
1,30.0777,-16.124164
1,30.023291,-16.159905
1,29.796786,-16.055577
1,29.742679,-16.076484
1,29.744638,-16.071361
1,29.74846,-16.067962
1,29.762821,-16.049925
1,29.772907,-16.05211
1,29.793569,-16.045345
1,29.800976,-16.039141
1,29.801471,-16.037964
1,29.794824,-16.025661
1,29.860949,-16.041192
1,29.860813,-16.04197
1,29.879256,-16.044151
1,30.088725,-16.099151
1,30.09055,-16.098447
1,30.091238,-16.098178
1,30.091376,-16.095927
1,30.094321,-16.089614
1,30.092541,-16.085791
1,30.094253,-16.086828
1,30.10895,-16.094227
1,30.109908,-16.0975
1,30.109446,-16.098201
1,30.132009,-16.108386
1,30.136743,-16.108395
1,30.135953,-16.108279
1,30.133608,-16.109036
1,30.107744,-16.101583
1,29.913123,-15.624252
1,30.1873,-16.122187
1,30.19188,-16.118193
1,30.199666,-16.117915
1,30.201527,-16.117177
1,30.207036,-16.11643
1,30.21449,-16.115883
1,30.218077,-16.114645
1,30.235686,-16.119635
1,30.245324,-16.122663
1,30.257822,-16.117468
1,30.259306,-16.117232
1,30.259805,-16.111586
1,30.260509,-16.110469
1,30.260603,-16.107902
1,30.266912,-16.109327
1,30.268894,-16.110831
1,30.275652,-16.115177
1,30.279245,-16.113222
1,30.278172,-16.106456
1,30.283118,-16.103065
1,30.288165,-16.103751
1,30.291392,-16.106174
1,30.302077,-16.101164
1,30.353897,-15.892003
1,30.414135,-15.817753
1,30.414465,-15.821104
1,30.396717,-15.87439
1,30.390767,-15.877626
1,30.358326,-15.893681
1,30.320332,-15.905351
1,30.325309,-15.95116
1,30.323444,-15.955973
1,30.319475,-16.018363
1,30.320756,-16.021285
1,30.318687,-16.023799
1,30.319039,-16.027068
1,30.317993,-16.036585
1,30.315985,-16.038799
1,30.316347,-16.042104
1,30.314473,-16.046333
1,30.309744,-16.050756
1,30.308656,-16.051986
1,30.307429,-16.052975
1,30.310353,-16.063691
1,30.309012,-16.067396
1,30.308222,-16.069137
1,30.307088,-16.070701
1,30.305205,-16.070916
1,30.301269,-16.073601
1,30.29944,-16.074922
1,30.296341,-16.077252
1,30.296207,-16.081253
1,30.297608,-16.08333
1,30.299875,-16.086184
1,30.298136,-16.088344
1,30.297187,-16.089095
1,30.298275,-16.095768
1,30.438445,-16.113383
1,30.434705,-16.109613
1,30.301765,-16.100232
1,30.301623,-16.100018
1,30.300935,-16.098877
1,30.300828,-16.099137
1,30.170387,-16.1468
1,30.17069,-16.14762
1,30.171724,-16.147502
1,30.171688,-16.147938
1,30.172011,-16.148532
1,30.172321,-16.148198
1,30.172448,-16.149927
1,30.172432,-16.149211
1,30.171993,-16.149632
1,30.171715,-16.149574
1,30.171439,-16.149653
1,30.171078,-16.149418
1,30.171134,-16.149309
1,30.170468,-16.149157
1,30.17049,-16.149343
1,30.171171,-16.14963
1,30.171172,-16.149858
1,30.171162,-16.149873
1,30.170678,-16.150499
1,30.170732,-16.150515
1,30.171339,-16.150327
1,30.17163,-16.150122
1,30.171839,-16.150496
1,30.171775,-16.150935
1,30.171787,-16.151058
1,30.171343,-16.150909
1,30.171397,-16.151002
1,30.171499,-16.151127
1,30.171591,-16.151134
1,30.171577,-16.151225
1,30.171337,-16.151262
1,30.171374,-16.15231
1,30.171902,-16.15156
1,30.172052,-16.15146
1,30.172048,-16.151124
1,30.172455,-16.15117
1,30.172996,-16.151557
1,30.172954,-16.151778
1,30.172909,-16.15201
1,30.173048,-16.152162
1,30.173011,-16.15219
1,30.17308,-16.15206
1,30.173562,-16.151422
1,30.173699,-16.152381
1,30.174889,-16.151515
1,30.175453,-16.151128
1,30.1756,-16.151892
1,30.174737,-16.152439
1,30.174488,-16.152387
1,30.161706,-16.163177
1,30.161704,-16.163216
1,30.184327,-16.156858
1,30.151001,-16.171375
1,30.150887,-16.17283
1,30.151266,-16.1737
1,30.150209,-16.172443
1,30.146121,-16.173224
1,30.146435,-16.173173
1,30.146854,-16.17427
1,30.144582,-16.176393
1,30.147355,-16.185445
1,30.172125,-16.178922
1,30.178368,-16.172424
1,30.183324,-16.158669
1,30.184262,-16.15784
1,30.16164,-16.163222
1,30.161053,-16.163657
1,30.157675,-16.167013
1,30.157013,-16.168623
1,30.156965,-16.168626
1,30.14915,-16.165201
1,30.148932,-16.164248
1,30.14873,-16.164161
1,30.148961,-16.164188
1,30.149321,-16.163911
1,30.149237,-16.163331
1,30.149746,-16.161401
1,30.151127,-16.161919
1,30.151219,-16.161784
1,30.151278,-16.161574
1,30.151689,-16.161399
1,30.15163,-16.161361
1,30.151572,-16.161385
1,30.153639,-16.160893
1,30.153728,-16.160919
1,30.153811,-16.161028
1,30.153909,-16.161079
1,30.153915,-16.161075
1,30.154008,-16.161024
1,30.154035,-16.160992
1,30.170398,-16.161256
1,30.172176,-16.162229
1,30.172259,-16.162168
1,30.171305,-16.162469
1,30.169279,-16.163414
1,30.162179,-16.158179
1,30.161783,-16.158332
1,30.158987,-16.156899
1,30.160647,-16.157195
1,29.913318,-15.62411
1,29.913112,-15.62416
1,29.913118,-15.624153
1,29.913111,-15.62414
1,29.913105,-15.624106
1,29.913065,-15.624147
1,29.913115,-15.624167
1,29.913145,-15.624178
1,29.913167,-15.62419
1,29.913186,-15.624191
1,29.913128,-15.624153
1,29.913132,-15.624148
1,29.913147,-15.624163
1,29.913128,-15.624093
1,29.913123,-15.624085
1,29.913098,-15.624166
1,29.913125,-15.624088
1,29.887999,-16.046653
1,29.896153,-16.041566
1,29.895945,-16.041832
1,29.894638,-16.035993
1,29.894632,-16.035146
1,30.06358,-16.04947
1,30.040638,-16.049697
1,30.04066,-16.04959
1,30.038548,-16.048595
1,30.03855,-16.04883
1,30.029889,-16.062544
1,30.030451,-16.063035
1,30.045044,-16.079489
1,30.044758,-16.079253
1,30.057077,-16.088452
1,30.05648,-16.087606
1,30.100253,-16.160647
1,30.100164,-16.160885
1,29.864271,-16.135226
1,29.864064,-16.135091
1,29.894852,-16.207902
1,29.936068,-16.203549
1,29.936105,-16.203586
1,29.941256,-16.203457
1,29.950247,-16.202908
1,29.95034,-16.202771
1,29.95165,-16.202532
1,29.951688,-16.202537
1,29.974665,-16.233445
1,29.970599,-16.204011
1,29.958673,-16.198898
1,29.958716,-16.198954
1,29.996088,-16.183454
1,29.996064,-16.183286
1,29.999103,-16.181001
1,29.999537,-16.180587
1,29.999668,-16.180482
1,29.359761,-15.800316
1,29.368401,-15.854812
1,29.370016,-15.864744
1,29.371309,-15.872776
1,29.372755,-15.881567
1,29.373138,-15.883797
1,29.374723,-15.893975
1,29.37471,-15.90496
1,29.373976,-15.90696
1,29.371648,-15.91333
1,29.371473,-15.91718
1,29.371474,-15.918666
1,29.371519,-15.92539
1,29.373265,-15.931689
1,29.372584,-15.938336
1,29.368841,-15.941218
1,29.372754,-15.962627
1,29.398493,-15.983166
1,29.391541,-16.012409
1,29.388079,-16.02684
1,29.645299,-16.058109
1,29.635186,-16.056645
1,29.627188,-16.084892
1,29.625664,-16.085608
1,29.614443,-16.089889
1,29.610704,-16.0982
1,29.610101,-16.099427
1,29.609016,-16.100951
1,29.605341,-16.106264
1,29.603232,-16.105921
1,29.597697,-16.104984
1,29.597353,-16.105043
1,29.594761,-16.105499
1,29.590582,-16.106537
1,29.574061,-16.100852
1,29.56711,-16.10057
1,29.565282,-16.099233
1,29.564785,-16.098924
1,29.563625,-16.098796
1,29.551337,-16.095131
1,29.550227,-16.094784
1,29.548983,-16.098045
1,29.546677,-16.100141
1,29.545358,-16.100212
1,29.544601,-16.100361
1,29.544074,-16.10061
1,29.543711,-16.101015
1,29.543557,-16.101477
1,29.54294,-16.101711
1,29.542554,-16.102004
1,29.541821,-16.102142
1,29.541051,-16.102331
1,29.540605,-16.10238
1,29.540397,-16.102757
1,29.54007,-16.103158
1,29.53977,-16.103021
1,29.539458,-16.103293
1,29.535036,-16.104279
1,29.534159,-16.103889
1,29.533868,-16.103833
1,29.533248,-16.103791
1,29.527213,-16.102316
1,29.525584,-16.102048
1,29.521585,-16.101699
1,29.500239,-16.115763
1,29.501586,-16.11609
1,29.49739,-16.11725
1,29.495707,-16.118513
1,29.494732,-16.116331
1,29.49462,-16.116823
1,29.494595,-16.116728
1,29.494601,-16.116631
1,29.494553,-16.116515
1,29.494746,-16.116231
1,29.494115,-16.116067
1,29.494034,-16.11534
1,29.490141,-16.103906
1,29.484033,-16.095594
1,29.484856,-16.086301
1,29.489587,-16.082915
1,29.494611,-16.08219
1,29.501698,-16.082974
1,29.517335,-16.08366
1,29.628553,-16.081546
1,29.629048,-16.084589
1,29.631122,-16.085997
1,29.633707,-16.083891
1,29.634486,-16.083896
1,29.63475,-16.084118
1,29.635121,-16.084355
1,29.636288,-16.083843
1,29.637055,-16.083562
1,29.663683,-16.05721
1,29.661718,-16.055813
1,29.660306,-16.054734
1,29.636596,-16.053357
1,29.598723,-16.06525
1,28.982667,-16.089546
1,28.998183,-16.101263
1,29.01658,-16.115138
1,29.025289,-16.123875
1,29.030425,-16.128783
1,29.037872,-16.133684
1,29.04358,-16.13628
1,29.049711,-16.137931
1,29.062295,-16.140566
1,29.074533,-16.143432
1,29.085473,-16.145493
1,29.089872,-16.146393
1,29.11942,-16.155852
1,29.12328,-16.159015
1,29.134191,-16.167722
1,29.137329,-16.170282
1,29.141038,-16.173957
1,29.162067,-16.190997
1,29.164318,-16.188375
1,29.166313,-16.188044
1,29.184164,-16.174796
1,29.185569,-16.173159
1,29.195888,-16.168172
1,29.205172,-16.165989
1,29.216778,-16.163224
1,29.231238,-16.15952
1,29.236266,-16.158122
1,29.270566,-16.147391
1,29.278621,-16.144688
1,29.283054,-16.143454
1,29.289185,-16.14242
1,29.289675,-16.142234
1,29.293412,-16.140054
1,29.321446,-16.129756
1,29.321752,-16.129496
1,29.327884,-16.127546
1,29.349734,-16.10909
1,29.382081,-16.082283
1,29.451076,-16.071539
